what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077215176
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490077273540
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077275297
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077336726
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077364197
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077372508
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490077381665
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490077405644
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490077442385
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490077468103
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490077494325
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490077503880
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490077583962
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490077601919
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490077617931
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490077631406
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490077771266
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490077776471
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490077816781
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077821529
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077883193
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490077938325
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077939789
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490077993054
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490078020087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490078033021
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490078672973
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490078982633
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490078982826
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490078996819
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1490079005428
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490079006752
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490079011675
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490079097868
