what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489942424998
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489942431572
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489942437446
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1489942441053
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489942441980
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942443390
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942527612
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489942543705
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489942578649
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1489942579948
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489942580798
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942582573
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942639886
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489942663045
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489942680231
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942754121
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942804986
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942809039
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942834771
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942835097
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1489942837831
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489942838817
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942840647
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489942903108
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489943022013
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489943023588
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1489943080470
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489943081598
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489943085105
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489943180449
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489943887654
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489988681059
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489988728022
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489988770350
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489988805493
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489988808228
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489989011520
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489989016624
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489989028289
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489989057895
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489989181546
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489989184026
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489989199192
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489989201678
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489989255683
