what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490526510338
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490526514221
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490526884304
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490526886697
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527155493
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527184734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527185732
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527185927
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527189164
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527743067
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527752755
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527778751
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527781453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527791532
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490527791772
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490527805333
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490527806691
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528186123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528186180
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528682883
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528684276
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528685154
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490528685217
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528690900
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528735002
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490528736217
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528770882
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528780292
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490528782316
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528805826
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528842449
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490528844156
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490528884750
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528886180
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528887383
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490528900039
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490529037112
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490529047069
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490529089522
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490529096402
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490529114764
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490529114969
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490529122046
