what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490594220104
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490594233753
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594237857
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594239694
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490594245412
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490594255368
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490594276657
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594278062
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594335424
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594347553
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594348751
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594348950
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594372931
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594374255
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594374473
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594374741
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594375168
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594375428
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594375864
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594376610
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594376967
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594377355
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594377714
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594381179
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594381714
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594382434
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594383540
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490594394809
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594397249
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594403703
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490594493949
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490594496885
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490594504878
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594506291
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594512254
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490594524958
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594538111
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594539779
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594590146
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594591325
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490594610067
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490594711711
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594713032
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594727079
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490594796211
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594802410
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594806521
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594816505
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594848286
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490594857586
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490594864242
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490594872302
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490594958451
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594960954
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594973698
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490594983622
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490595131195
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490595185102
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490595185694
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490595186243
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490595194797
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490595199848
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490595200193
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490595200328
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1490595200331
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1490595259919
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490595263591
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490595266277
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490595281531
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490595287401
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490595335756
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490595339902
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490595448335
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490595479697
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490595498590
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490595652342
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490595659979
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490595661963
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490595663370
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490595665070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600527496
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600562699
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600564978
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490600575885
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600579225
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600587426
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490600594074
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490600596970
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490600602757
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600603838
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600725326
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490600733681
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490600735851
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600899365
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600967053
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600997165
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490600998132
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490601021011
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490601039806
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490601054386
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490601056198
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490601117606
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490601119241
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490601165194
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490601180076
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490601189835
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490601193580
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490601194511
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490601216758
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490601223474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490601236650
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490601253736
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490601271195
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490601276478
