what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.close",1490284824875
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1490284826876
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1490284828131
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490284837300
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490284844066
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490284845108
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490284850874
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490284861843
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490284862617
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490284862687
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1490284862688
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490284867977
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490284908130
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285062762
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285448598
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285460776
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285495601
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490285500489
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490285522148
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285523608
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285541418
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285541613
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285541943
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490285558949
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490285559027
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490285559027
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.close",1490285559163
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285564952
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285570197
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490285570900
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490285570990
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1490285571001
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285589456
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285600006
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490285662448
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285664743
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285711278
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490285736646
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285738421
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285768763
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1490285783860
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1490285783888
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1490285783942
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490285807714
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490285821478
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490285823602
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490285859282
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490285860864
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490288051700
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490288058217
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490288086742
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490288099212
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490288104338
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1490288146057
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490288157244
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490288201532
