what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490612987551
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490612996077
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490612997108
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490613029242
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490613033564
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490613039228
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490613039663
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490613039773
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1490613039775
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490613043389
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490613048066
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490613064046
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490613071028
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490613072663
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490616783365
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490616923741
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490616941757
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490617060188
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1490617110509
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490617114045
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490617124023
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490617143704
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490617178341
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490617340154
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490617345463
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490617374160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490617494954
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1490617506949
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1490617563871
